instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_sol_drone_trip_distances,best_sol_avg_distance_per_drone_trip,best_sol_truck_wait_by_point,best_sol_drone_wait_by_point,best_sol_avg_truck_wait_by_point,best_sol_avg_drone_wait_by_point,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,best_multi_visit_sol_drone_trip_distances,best_multi_visit_sol_avg_distance_per_drone_trip,best_multi_visit_sol_truck_wait_by_point,best_multi_visit_sol_drone_wait_by_point,best_multi_visit_sol_avg_truck_wait_by_point,best_multi_visit_sol_avg_drone_wait_by_point,runtime_sec,status
test_data\data_demand_random_patch\30\C201_2.dat,8,60,2,1,399.0,"[[[[0, [30, 24, 27]], [6, [6, 29, 10]], [29, []], [24, []], [20, [20, 28, 26, 23, 8]], [27, []], [30, [13, 15, 18, 17, 19]], [28, []], [26, []], [23, []], [18, []], [17, []], [19, []], [15, []], [13, []], [11, [11]], [10, []], [8, []]], [[0, [3, 7, 1, 25, 21, 22]], [5, [5, 9, 2, 4]], [4, []], [3, []], [7, []], [1, []], [2, []], [9, [12, 14, 16]], [12, []], [14, []], [16, []], [25, []], [21, []], [22, []]]], [[[5, [5, 9, 2, 4]]], [[6, [6, 29, 10]]], [[20, [26, 23, 8]]], [[20, [20, 28]]], [[30, [15, 17, 19]]], [[30, [13, 18]]], [[11, [11]]], [[9, [12, 14, 16]]]]]",458.3238075793812,"[[[[0, [21, 20]], [8, [8, 5]], [20, []], [21, [28, 26, 23, 19, 18, 1, 3, 4, 7, 2]], [28, []], [26, []], [23, []], [19, []], [18, []], [1, []], [3, []], [4, []], [7, []], [2, []], [5, []]], [[0, [30, 27, 24]], [22, [22, 25, 9, 10]], [10, []], [25, [15, 11]], [11, []], [9, [12, 14, 16, 13, 17]], [12, []], [14, []], [16, []], [15, []], [13, []], [17, []], [30, []], [27, []], [6, [6, 29]], [29, []], [24, []]]], [[[22, [22, 25, 10]]], [[8, [8, 5]], [22, [9]]], [[21, [28, 26, 1]]], [[21, [23, 3, 4]]], [[21, [18, 7]]], [[21, [19, 2]]], [[25, [15, 11]]], [[9, [13, 17]]], [[9, [12, 14, 16]]], [[6, [6, 29]]]]]",2.625,7.375,"[30.265492, 50.596443, 20.0, 20.0, 41.231056, 41.231056, 39.293765, 46.647615]",36.158178,"{5: 0.0, 6: 0.0, 20: 2.132746, 30: 0.615528, 11: 0.0, 9: 0.0}","{5: 15.867254, 6: 4.701779, 20: 8.701779, 30: 1.517218, 11: 138.353117, 9: 28.31239}",0.458046,32.908923,2.5,7.0,"[24.33105, 33.827429, 23.323808, 23.323808, 23.323808, 23.323808, 48.166378, 46.647615, 46.647615, 50.596443]",34.351176,"{22: 20.637661, 8: 0.0, 21: 56.647615, 25: 31.596765, 9: 0.0, 6: 0.0}","{22: 0.0, 8: 9.338096, 21: 16.038531, 25: 0.0, 9: 54.352385, 6: 119.377971}",18.147007,33.184497,266.099,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,2,2,396.6124969497314,"[[[[0, [9, 23, 17, 13, 15, 18, 22, 16, 12, 14, 19, 27, 30]], [27, []], [30, []], [23, []], [25, [25, 21]], [16, []], [12, []], [14, []], [15, []], [19, []], [18, []], [17, []], [13, []], [9, []], [21, []], [22, []]], [[0, []], [5, [5, 10, 8, 20, 24]], [4, [4, 3, 1, 7, 11]], [3, []], [7, []], [1, []], [2, [2, 26, 28]], [11, []], [10, []], [8, []], [26, []], [28, []], [6, [6, 29]], [29, []], [24, []], [20, []]]], [[[5, [5, 10, 8, 20, 24]]], [[4, [11]]], [[4, [4, 3, 1, 7]]], [[25, [25, 21]]], [[2, [2, 26, 28]]], [[6, [6, 29]]]]]",,None,2.833333,7.166667,"[30.265492, 51.224994, 51.224994, 48.166378, 41.231056, 50.596443]",45.451559,"{5: 0.132746, 4: 4.479751, 25: 0.0, 2: 0.0, 6: 0.0}","{5: 0.0, 4: 29.520249, 25: 56.171568, 2: 19.771975, 6: 124.086251}",0.922499,45.910008,,,[],,{},{},,,282.985,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,2,3,395.13274595042157,"[[[[0, [30, 27]], [8, [8, 10, 1, 5, 14, 25, 22]], [10, []], [5, [2, 4, 3, 7]], [4, []], [3, []], [7, []], [1, []], [2, []], [11, [12, 17, 13, 15, 11, 16]], [12, []], [14, []], [16, []], [15, []], [17, []], [13, []], [25, []], [30, []], [27, []], [22, []]], [[0, [23, 29, 28, 19, 26, 18, 24]], [24, []], [29, []], [6, [6, 9]], [28, []], [26, []], [23, []], [18, []], [19, []], [9, []], [21, [21, 20]], [20, []]]], [[[8, [1, 5, 14]]], [[8, [8, 10, 25, 22]]], [[5, [2, 4, 3, 7]]], [[6, [6, 9]]], [[11, [11, 16]]], [[11, [12, 17, 13, 15]]], [[21, [21, 20]]]]]",,None,3.0,7.714286,"[23.323808, 23.323808, 30.265492, 50.596443, 39.293765, 39.293765, 23.323808]",32.774413,"{8: 63.661904, 5: 2.132746, 6: 0.0, 11: 0.0, 21: 0.0}","{8: 3.338096, 5: 0.0, 6: 29.436287, 11: 74.349698, 21: 112.558468}",13.15893,43.93651,,,[],,{},{},,,387.811,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,2,4,389.0,"[[[[0, [28, 26, 23, 19, 9, 22, 15, 30, 16, 18, 14, 12, 11, 10, 8, 27]], [22, []], [27, []], [29, [29]], [30, []], [28, []], [26, []], [23, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [11, []], [10, []], [8, []]], [[0, []], [20, [20, 24, 21, 6, 25]], [21, []], [24, []], [6, []], [25, [13, 17, 1, 4]], [13, []], [17, []], [1, []], [7, [7, 3, 2, 5]], [3, []], [4, []], [2, []], [5, []]]], [[[20, [6, 25]]], [[20, [20, 24, 21]]], [[25, [13, 17, 1, 4]]], [[29, [29]]], [[7, [5]]], [[7, [7, 3, 2]]]]]",472.309518948453,"[[[[0, [30]], [20, [20, 24, 27]], [24, []], [29, [29, 6, 10]], [6, []], [30, []], [27, [13, 16, 14, 12, 15, 26, 8]], [13, []], [16, []], [14, []], [12, []], [15, []], [9, [23, 9]], [26, []], [23, []], [10, []], [11, [11]], [8, []]], [[0, []], [22, [22, 21]], [21, [28, 18, 19, 17, 4, 3, 7, 1, 25]], [28, []], [18, []], [19, []], [17, []], [25, []], [4, []], [3, []], [7, []], [1, []], [2, [2, 5]], [5, []]]], [[[22, [22, 21]]], [[21, [25]], [20, [20, 24, 27]]], [[29, [29, 6, 10]]], [[21, [28, 4, 3]]], [[21, [18, 17, 7]]], [[21, [19, 1]]], [[27, [14, 12, 15, 26]]], [[27, [13, 16, 8]]], [[2, [2, 5]]], [[9, [23, 9]]], [[11, [11]]]]]",2.333333,5.833333,"[20.0, 20.0, 48.166378, 40.0, 53.814496, 53.814496]",39.299228,"{20: 26.0, 25: 0.0, 29: 0.0, 7: 0.0}","{20: 2.0, 25: 41.916811, 29: 55.0, 7: 151.102315}",6.5,62.504781,2.636364,7.181818,"[24.33105, 27.661904, 40.0, 23.323808, 23.323808, 23.323808, 34.234486, 34.234486, 41.231056, 46.647615, 39.293765]",32.509617,"{22: 0.0, 20: 9.0, 21: 143.784563, 29: 11.165525, 27: 0.0, 2: 0.0, 9: 0.0, 11: 0.0}","{22: 7.834475, 20: 0.0, 21: 0.0, 29: 0.0, 27: 8.635809, 2: 234.411223, 9: 97.55895, 11: 81.02931}",20.493761,53.683721,433.932,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,2,5,394.55183265720086,"[[[[0, [6, 28, 26, 23, 29, 30, 27]], [29, []], [6, []], [28, []], [26, []], [23, []], [25, [25, 10, 8, 22]], [10, []], [8, []], [21, [21]], [30, []], [27, []], [22, []]], [[0, [24]], [5, [5, 9, 20]], [4, [4, 1, 3, 7]], [3, []], [7, []], [1, []], [2, [2, 16, 11, 12, 14]], [11, []], [9, [17, 19, 15, 13, 18]], [17, []], [18, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [24, []], [20, []]]], [[[5, [5, 9, 20]]], [[4, [4, 1, 3, 7]]], [[2, [2, 11]]], [[2, [16, 12, 14]]], [[9, [17, 19, 15]]], [[9, [13, 18]]], [[25, [25, 10, 8, 22]]], [[21, [21]]]]]",,None,2.75,7.375,"[30.265492, 51.224994, 41.231056, 41.231056, 46.647615, 46.647615, 48.166378, 23.323808]",41.092252,"{5: 0.0, 4: 2.612497, 2: 0.0, 9: 11.878671, 25: 16.958829, 21: 0.0}","{5: 3.867254, 4: 0.0, 2: 95.636198, 9: 0.0, 25: 0.0, 21: 73.421285}",5.241666,28.82079,,,[],,{},{},,,364.144,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,3,1,400.74827407850984,"[[[[0, [9, 21, 20, 11]], [5, [5, 1]], [2, [2, 7, 4, 3]], [1, []], [7, []], [4, []], [3, []], [11, []], [9, [15, 16, 14, 12, 13]], [13, []], [15, []], [16, []], [14, []], [12, []], [21, []], [20, []]], [[0, [24, 27, 30]], [29, [29, 6, 10]], [6, []], [24, []], [22, [22, 28, 26, 23, 8]], [27, []], [30, [18, 19, 25, 17]], [28, []], [26, []], [23, []], [18, []], [19, []], [17, []], [25, []], [10, []], [8, []]]], [[[29, [29, 6, 10]]], [[5, [5, 1]]], [[2, [2, 7, 4, 3]]], [[22, [22, 28]]], [[22, [26, 23, 8]]], [[30, [18, 17]]], [[30, [19, 25]]], [[9, [16, 14]]], [[9, [15, 12, 13]]]]]",437.0,"[[[[0, []], [20, [20, 27, 22]], [8, [8, 6, 9, 25]], [22, []], [27, []], [6, []], [25, [13, 10, 5]], [13, []], [9, []], [11, [11, 1]], [10, []], [5, []], [4, [4, 3, 7, 2]], [3, []], [7, []], [1, []], [2, []]], [[0, [24, 30]], [21, [21]], [24, [12, 14, 16, 15, 19, 18, 17, 23, 26, 28, 29]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [23, []], [26, []], [28, []], [30, []], [29, []]]], [[[20, [20, 27, 22]]], [[21, [21]], [8, [25]]], [[8, [8, 6, 9]]], [[24, [28, 29]]], [[24, [23, 26]]], [[24, [18, 17]]], [[24, [15, 19]]], [[24, [12, 14, 16]]], [[25, [13, 10, 5]]], [[11, [11, 1]]], [[4, [4, 3, 7, 2]]]]]",2.555556,6.888889,"[40.0, 30.265492, 41.231056, 24.33105, 24.33105, 41.231056, 41.231056, 46.647615, 46.647615]",37.323999,"{29: 14.0, 5: 0.0, 2: 19.748274, 22: 5.529327, 30: 16.032779, 9: 0.0}","{29: 0.0, 5: 0.867254, 2: 0.0, 22: 35.834475, 30: 0.0, 9: 42.526443}",9.218397,13.204695,2.545455,7.090909,"[20.0, 28.980662, 23.323808, 30.0, 30.0, 30.0, 30.0, 30.0, 48.166378, 39.293765, 51.224994]",32.817237,"{20: 0.0, 8: 0.0, 21: 29.656854, 24: 149.323808, 25: 0.0, 11: 0.0, 4: 0.0}","{20: 2.0, 8: 27.676192, 21: 0.0, 24: 5.99495, 25: 15.598053, 11: 50.696263, 4: 71.304314}",25.568666,24.752825,552.546,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,3,2,396.16552506059645,"[[[[0, [24]], [20, [20, 29, 10, 5]], [24, []], [29, [28, 26, 23, 4, 3]], [28, []], [26, []], [23, []], [10, []], [4, [7, 1, 2]], [3, []], [7, []], [1, []], [2, []], [5, []]], [[0, [30, 21]], [22, [22, 6, 27]], [21, []], [27, []], [6, []], [30, [17, 14, 16, 25, 12, 8, 9]], [25, []], [9, [18, 13, 15, 19]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [11, [11]], [8, []]]], [[[20, [20, 29, 10, 5]]], [[22, [22, 6, 27]]], [[29, [28, 26, 4]]], [[29, [23, 3]]], [[30, [17, 25, 8, 9]]], [[30, [14, 16, 12]]], [[9, [15, 19]]], [[9, [18, 13]]], [[4, [7, 1, 2]]], [[11, [11]]]]]",,None,2.7,7.3,"[20.0, 24.33105, 40.0, 40.0, 41.231056, 41.231056, 46.647615, 46.647615, 51.224994, 39.293765]",39.060715,"{20: 14.0, 22: 12.165525, 29: 47.33105, 30: 0.0, 9: 0.0, 4: 0.0, 11: 0.0}","{20: 0.0, 22: 0.0, 29: 0.0, 30: 49.768944, 9: 4.121329, 4: 6.229221, 11: 85.02931}",10.499511,20.735543,,,[],,{},{},,,626.551,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,3,3,398.74524290015296,"[[[[0, [6, 28, 26, 23, 25, 21, 20, 24]], [24, []], [6, []], [28, []], [26, []], [23, []], [25, [19, 18, 17, 13]], [17, []], [19, []], [18, []], [13, []], [21, []], [20, []]], [[0, [30]], [8, [8, 9]], [5, [5, 27, 10, 22]], [4, [4, 3, 7, 2, 1, 29]], [3, []], [7, []], [1, []], [2, [12, 16, 15, 14, 11]], [10, []], [11, []], [9, []], [12, []], [14, []], [16, []], [15, []], [30, []], [29, []], [27, []], [22, []]]], [[[8, [8, 9]]], [[5, [5, 27, 10, 22]]], [[4, [4, 3, 7, 2]]], [[4, [1, 29]]], [[2, [16, 11]]], [[2, [12, 15, 14]]], [[25, [19, 17]]], [[25, [18, 13]]]]]",425.6155281280883,"[[[[0, [24, 30, 27]], [21, [21, 20]], [6, [26, 6, 29]], [29, [28, 22]], [24, []], [20, []], [22, [23, 18, 17]], [28, []], [26, []], [23, []], [18, []], [17, []], [30, []], [27, []]], [[0, [25, 9]], [5, [5, 10, 1, 8]], [2, [2, 7, 3, 4]], [1, []], [7, []], [3, []], [4, []], [10, [19, 15, 12, 13]], [9, []], [25, [16, 14, 11]], [13, []], [19, []], [15, []], [16, []], [14, []], [12, []], [11, []], [8, []]]], [[[5, [5, 10, 1, 8]]], [[21, [21, 20]]], [[2, [2, 7, 3, 4]]], [[6, [26, 6, 29]]], [[29, [28, 22]]], [[22, [23, 17]]], [[22, [18]], [10, [13]]], [[10, [19, 15, 12]]], [[25, [14]]], [[25, [16, 11]]]]]",2.625,6.625,"[23.323808, 30.265492, 51.224994, 51.224994, 41.231056, 41.231056, 48.166378, 48.166378]",41.85427,"{8: 0.0, 5: 0.0, 4: 2.745243, 2: 0.0, 25: 0.0}","{8: 1.338096, 5: 29.867254, 4: 24.387503, 2: 42.289193, 25: 15.11208}",0.549049,22.598825,2.5,7.1,"[30.265492, 23.323808, 41.231056, 50.596443, 40.0, 24.33105, 44.581056, 33.526109, 48.166378, 48.166378]",38.418777,"{5: 2.132746, 21: 0.0, 2: 0.482782, 6: 5.563713, 29: 0.0, 22: 4.165525, 10: 0.0, 25: 0.0}","{5: 0.0, 21: 14.338096, 2: 0.0, 6: 0.0, 29: 7.332657, 22: 19.536254, 10: 10.246471, 25: 2.307512}",1.543096,6.720124,453.096,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,3,4,399.0,"[[[[0, []], [5, [5, 11, 10]], [2, [2, 3, 4, 7, 1, 9, 25]], [1, []], [7, []], [3, []], [4, []], [10, []], [11, []], [9, [16, 12, 14, 13, 8, 15, 17]], [12, []], [14, []], [16, []], [15, []], [13, []], [17, []], [25, []], [8, []]], [[0, [6, 18, 19, 26, 30, 28, 24, 22, 20, 23, 27]], [24, []], [29, [29, 21]], [6, []], [18, []], [19, []], [23, []], [26, []], [28, []], [30, []], [27, []], [22, []], [21, []], [20, []]]], [[[5, [5, 11, 10]]], [[2, [2, 9, 25]]], [[2, [3, 4, 7, 1]]], [[29, [29, 21]]], [[9, [12, 14, 15, 17]]], [[9, [16, 13, 8]]]]]",438.4603341773242,"[[[[0, []], [5, [5, 30, 24]], [4, [4, 3, 7, 1]], [3, []], [7, [20, 22]], [1, []], [2, [2, 12, 11, 10, 14, 16]], [11, []], [10, [17, 15, 18, 19]], [12, []], [14, []], [16, []], [15, []], [19, []], [17, []], [18, []], [30, []], [24, []], [20, []], [22, []]], [[0, [21, 27, 25]], [8, [8, 6, 9]], [21, []], [6, []], [27, []], [9, [13]], [13, []], [25, [23, 26, 28, 29]], [23, []], [28, []], [26, []], [29, []]]], [[[5, [5, 30, 24]]], [[8, [8, 6, 9]]], [[4, [4, 3, 7, 1]]], [[7, [20, 22]]], [[2, [2, 11, 10]]], [[2, [12, 14, 16]]], [[10, [18]], [9, [13]]], [[10, [17, 15, 19]]], [[25, [26, 28]]], [[25, [23, 29]]]]]",3.166667,8.0,"[30.265492, 41.231056, 41.231056, 40.0, 46.647615, 46.647615]",41.003806,"{5: 3.132746, 2: 33.231056, 29: 0.0, 9: 0.0}","{5: 0.0, 2: 0.0, 29: 4.768944, 9: 144.617877}",9.090951,37.346705,2.7,7.4,"[30.265492, 23.323808, 51.224994, 53.814496, 41.231056, 41.231056, 48.14912, 33.526109, 48.166378, 48.166378]",41.909889,"{5: 0.0, 8: 0.0, 4: 4.612497, 7: 0.0, 2: 1.522776, 10: 17.234389, 9: 5.053337, 25: 7.406997}","{5: 1.867254, 8: 3.338096, 4: 0.0, 7: 12.043345, 2: 24.771975, 10: 0.0, 9: 0.0, 25: 10.693238}",4.47875,6.589239,455.257,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,60,3,5,387.0,"[[[[0, [5, 1, 9, 10]], [5, [4, 3, 7, 2]], [4, []], [3, []], [7, []], [1, []], [2, []], [9, [13, 16, 14, 12, 8]], [13, []], [16, []], [14, []], [12, []], [11, [11]], [10, []], [8, []]], [[0, [30]], [20, [20, 24, 27, 25, 22, 21]], [6, [6, 29]], [29, []], [24, [17, 26, 23, 28, 15]], [25, [19, 18]], [17, []], [15, []], [19, []], [18, []], [23, []], [26, []], [28, []], [30, []], [27, []], [22, []], [21, []]]], [[[20, [24, 27, 25, 22]]], [[20, [20, 21]]], [[6, [6, 29]]], [[5, [4, 3, 7, 2]]], [[24, [26, 23, 15]]], [[24, [17, 28]]], [[25, [18]]], [[25, [19]]], [[9, [14, 12, 8]]], [[9, [13, 16]]], [[11, [11]]]]]",,None,2.272727,6.454545,"[20.0, 20.0, 50.596443, 30.265492, 30.0, 30.0, 48.166378, 48.166378, 46.647615, 46.647615, 39.293765]",37.253062,"{20: 9.0, 6: 0.0, 5: 0.0, 24: 7.430967, 25: 1.083189, 9: 0.0, 11: 0.0}","{20: 2.0, 6: 7.701779, 5: 2.867254, 24: 0.0, 25: 4.082286, 9: 13.506375, 11: 65.02931}",2.502022,13.598143,,,[],,{},{},,,626.367,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,120,1,1,419.0,"[[[[0, [6, 29, 30, 28, 26, 23, 18, 19, 15, 16, 24]], [24, []], [6, []], [29, []], [30, [14, 12, 10]], [28, []], [26, []], [23, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [10, []]], [[0, []], [8, [8, 27, 5, 9]], [11, [11, 25, 1]], [1, [4, 2, 20, 3, 7]], [3, []], [7, []], [4, []], [5, []], [2, []], [9, []], [13, [13, 17]], [17, []], [25, []], [27, []], [22, [22, 21]], [21, []], [20, []]]], [[[8, [8, 27, 5, 9]]], [[11, [11, 25]]], [[11, [1]]], [[1, [3, 7]]], [[1, [4, 2, 20]]], [[30, [14, 12, 10]]], [[13, [13, 17]]], [[22, [22, 21]]]]]",,None,2.375,5.75,"[23.323808, 39.293765, 39.293765, 55.461698, 55.461698, 41.231056, 61.611687, 24.33105]",42.501066,"{8: 0.0, 11: 11.308786, 1: 1.377732, 30: 0.0, 13: 0.0, 22: 0.0}","{8: 1.338096, 11: 15.353117, 1: 9.931055, 30: 7.344836, 13: 105.463307, 22: 150.905465}",2.11442,48.389313,,,[],,{},{},,,133.105,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,120,1,2,394.6984636809992,"[[[[0, [30, 21]], [22, [22, 8, 25]], [21, []], [8, [6, 29]], [30, []], [6, []], [29, []], [25, []], [19, [19, 15, 12]], [15, []], [16, [16, 14, 10]], [14, []], [12, []], [9, [9, 11]], [11, []], [10, []]], [[0, [27, 24]], [20, [20, 5]], [24, []], [27, []], [28, [28, 1]], [26, [26, 23, 4]], [23, []], [17, [17, 18, 7]], [18, []], [13, [13, 2, 3]], [1, []], [7, []], [3, []], [4, []], [2, []], [5, []]]], [[[22, [22, 8, 25]]], [[20, [20, 5]]], [[8, [6, 29]]], [[28, [28, 1]]], [[26, [26, 23, 4]]], [[17, [17, 18, 7]]], [[13, [13, 2, 3]]], [[19, [19, 15, 12]]], [[16, [16, 14, 10]]], [[9, [9, 11]]]]]",423.8219359398492,"[[[[0, [21]], [22, [22]], [21, []], [28, [28, 26, 8]], [26, []], [23, [23, 16]], [19, [19]], [15, [15, 12, 14, 17]], [12, []], [16, []], [14, []], [17, []], [18, [18, 13]], [13, []], [9, [9, 11]], [11, []], [8, []]], [[0, [30, 24]], [20, [20, 5]], [24, []], [27, [27, 29, 25, 10]], [30, []], [29, []], [6, [6, 1, 4]], [25, []], [10, []], [5, []], [1, []], [4, []], [3, [3, 7, 2]], [7, []], [2, []]]], [[[22, [22]], [20, [20, 5]]], [[27, [27, 29, 25, 10]]], [[6, [6, 1, 4]]], [[28, [28, 26, 8]]], [[23, [23, 16]]], [[19, [19]]], [[15, [15, 12, 14, 17]]], [[3, [3, 7, 2]]], [[18, [18, 13]]], [[9, [9, 11]]]]]",2.6,7.2,"[24.33105, 20.0, 23.323808, 72.691127, 68.35203, 66.603303, 61.611687, 78.102497, 80.622577, 46.647615]",54.228569,"{22: 0.0, 20: 5.0, 8: 0.0, 28: 0.345564, 26: 0.0, 17: 0.0, 13: 0.0, 19: 1.698464, 16: 0.0, 9: 0.0}","{22: 4.834475, 20: 0.0, 8: 15.338096, 28: 0.0, 26: 1.507645, 17: 3.352785, 13: 6.018141, 19: 0.0, 16: 1.235768, 9: 8.624944}",0.704403,4.091185,2.7,7.3,"[24.993952, 34.234486, 50.596443, 72.691127, 61.05735, 78.102497, 72.111026, 58.137767, 70.710678, 46.647615]",56.928294,"{20: 5.0, 22: 1.0, 27: 0.0, 6: 0.0, 28: 0.462806, 23: 6.36409, 19: 0.0, 15: 21.584188, 3: 0.0, 18: 3.410852, 9: 0.0}","{20: 0.0, 22: 0.0, 27: 6.882757, 6: 19.701779, 28: 0.0, 23: 0.0, 19: 7.967278, 15: 0.0, 3: 22.052972, 18: 0.0, 9: 1.429245}",3.438358,5.275821,208.538,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,120,1,3,405.00325512188004,"[[[[0, [27, 30]], [30, []], [24, [24, 28]], [27, [18, 16, 12]], [28, []], [26, [26, 23, 15]], [23, [19, 22]], [18, []], [19, []], [15, []], [16, []], [12, []], [14, [14, 13]], [13, []], [9, [9, 21]], [21, []], [22, []]], [[0, []], [8, [8, 5, 25, 11, 20, 10]], [10, []], [11, []], [2, [2, 1, 7]], [1, []], [7, [3, 4, 29]], [3, []], [4, []], [5, []], [25, []], [17, [17, 6]], [6, []], [29, []], [20, []]]], [[[8, [11, 20, 10]]], [[8, [8, 5, 25]]], [[24, [24, 28]]], [[2, [2, 1, 7]]], [[27, [18, 16, 12]]], [[7, [3, 4, 29]]], [[26, [26, 23, 15]]], [[23, [19, 22]]], [[17, [17, 6]]], [[14, [14, 13]]], [[9, [9, 21]]]]]",,None,2.545455,7.090909,"[23.323808, 23.323808, 30.0, 41.231056, 34.234486, 53.814496, 68.35203, 61.05735, 66.603303, 78.714675, 46.647615]",47.936602,"{8: 1.661904, 24: 1.0, 2: 0.0, 27: 24.117243, 7: 1.522776, 26: 0.0, 23: 0.0, 17: 0.0, 14: 3.886012, 9: 0.0}","{8: 1.338096, 24: 0.0, 2: 6.384472, 27: 0.0, 7: 0.0, 26: 14.706742, 23: 12.158543, 17: 8.927867, 14: 0.0, 9: 3.85502}",3.218794,4.737074,,,[],,{},{},,,214.666,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,120,1,4,404.0,"[[[[0, [23, 13, 16, 28, 24, 25, 27, 14, 26, 18]], [24, []], [27, []], [28, []], [26, []], [23, []], [18, []], [19, [19, 12, 15, 21, 17]], [12, []], [14, []], [16, []], [15, []], [17, []], [13, []], [25, []], [21, []]], [[0, []], [8, [8, 5, 10, 9, 22, 20]], [10, []], [5, [7, 2, 29, 1, 30]], [1, []], [7, []], [4, [4, 3, 6, 11]], [3, []], [2, []], [11, []], [9, []], [22, []], [29, []], [6, []], [30, []], [20, []]]], [[[8, [10, 9, 22]]], [[8, [8, 5, 20]]], [[5, [7, 29, 1]]], [[5, [2, 30]]], [[4, [11]]], [[4, [4, 3, 6]]], [[19, [19, 17]]], [[19, [12, 15, 21]]]]]",,None,2.5,6.5,"[23.323808, 23.323808, 30.265492, 30.265492, 51.224994, 51.224994, 78.102497, 78.102497]",45.729198,"{8: 0.0, 5: 0.132746, 4: 0.0, 19: 0.0}","{8: 3.676192, 5: 0.867254, 4: 66.376768, 19: 50.672509}",0.033186,30.398181,,,[],,{},{},,,189.928,OK
test_data\data_demand_random_patch\30\C201_2.dat,8,120,1,5,398.6124969497314,"[[[[0, [24, 30]], [22, [22, 20, 29]], [20, []], [24, []], [27, [27, 28]], [29, []], [30, []], [6, [6, 25, 8]], [28, []], [26, [26, 23]], [23, []], [25, []], [18, [18, 13]], [13, []], [8, []]], [[0, []], [5, [5, 11]], [4, [4, 3, 7]], [3, []], [7, []], [1, [1, 10, 9, 2]], [2, []], [11, []], [10, [16, 14, 12]], [17, [17, 19, 15]], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [21, [21]]]], [[[22, [22, 20, 29]]], [[5, [5, 11]]], [[4, [4, 3, 7]]], [[27, [27, 28]]], [[1, [1, 10, 9, 2]]], [[6, [6, 25, 8]]], [[26, [26, 23]]], [[10, [16, 14, 12]]], [[17, [17, 19, 15]]], [[18, [18, 13]]], [[21, [21]]]]]",,None,2.545455,7.090909,"[24.33105, 30.265492, 51.224994, 34.234486, 55.461698, 50.596443, 68.35203, 33.526109, 66.603303, 70.710678, 23.323808]",46.239099,"{22: 8.165525, 5: 3.132746, 4: 1.479751, 27: 5.951718, 1: 0.0, 6: 3.405972, 26: 0.0, 10: 0.0, 17: 0.0, 18: 1.531354, 21: 0.0}","{22: 0.0, 5: 0.0, 4: 0.0, 27: 0.0, 1: 3.647162, 6: 0.0, 26: 19.003854, 10: 1.028006, 17: 1.935294, 18: 0.0, 21: 69.036445}",2.151551,8.604615,,,[],,{},{},,,208.281,OK
