instance,drone_capacity,drone_limit_time,theta,run,best_fitness,best_sol,best_multi_visit_fitness,best_multi_visit_sol,best_sol_avg_customers_per_drone_trip,best_sol_avg_demand_per_drone_trip,best_multi_visit_sol_avg_customers_per_drone_trip,best_multi_visit_sol_avg_demand_per_drone_trip,runtime_sec,status
test_data\data_demand_random\30\C201_3.dat,4,60,1,1,801.0,"[[[[0, [19, 27, 18, 16, 17, 13]], [21, [21, 22]], [9, [9, 25, 15, 14, 12]], [17, []], [18, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [25, []], [27, []], [22, []]], [[0, [3, 7, 23]], [5, [5, 2, 1, 29]], [4, [4, 28, 26]], [3, []], [7, []], [1, []], [2, []], [11, [11]], [10, [10]], [8, [8]], [23, []], [26, []], [28, []], [6, [6, 30]], [30, []], [29, []], [24, [24]], [20, [20]]]], [[[5, [1]]], [[5, [5]]], [[5, [2, 29]]], [[4, [26]]], [[4, [4]]], [[4, [28]]], [[11, [11]]], [[10, [10]]], [[8, [8]]], [[21, [21, 22]]], [[9, [15, 14, 12]]], [[9, [9, 25]]], [[6, [6, 30]]], [[24, [24]]], [[20, [20]]]]]",827.0831891575846,"[[[[0, [23, 26, 28, 9, 27]], [21, [21, 6, 30]], [9, []], [23, []], [26, []], [28, []], [30, []], [6, []], [27, []]], [[0, [2, 16, 1, 3, 7, 5, 18, 19]], [4, [4, 11, 13]], [3, []], [7, []], [1, []], [2, [15, 29]], [5, []], [8, [8]], [10, [10]], [11, []], [25, [25, 12, 14, 17]], [13, []], [17, []], [18, []], [19, []], [12, []], [14, []], [16, []], [15, []], [29, []], [24, [24]], [22, [22]], [20, [20]]]], [[[21, [21, 6]]], [[4, [4, 13]]], [[4, [11]]], [[2, [15, 29]]], [[8, [8]]], [[10, [10]]], [[21, [30]], [25, [12, 14]]], [[25, [25, 17]]], [[24, [24]]], [[22, [22]]], [[20, [20]]]]]",1.4,3.6,1.545455,3.636364,313.418,OK
test_data\data_demand_random\30\C201_3.dat,4,60,1,2,803.9857113690719,"[[[[0, [26, 23, 1, 3, 7]], [5, [5, 28]], [4, [4]], [3, []], [7, []], [1, []], [2, [2, 29, 21, 11]], [11, []], [10, [10]], [23, []], [26, []], [28, []], [30, [30]], [29, []], [6, [6]], [24, [24]], [22, [22]], [21, []], [20, [20]]], [[0, [19, 13, 17, 18, 27, 15, 16]], [8, [8]], [9, [9, 25, 12, 14]], [17, []], [18, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [25, []], [27, []]]], [[[5, [5]]], [[5, [28]]], [[4, [4]]], [[2, [2, 29]]], [[2, [21, 11]]], [[10, [10]]], [[8, [8]]], [[30, [30]]], [[9, [12, 14]]], [[9, [9, 25]]], [[6, [6]]], [[24, [24]]], [[22, [22]]], [[20, [20]]]]]",,None,1.285714,3.214286,,,303.356,OK
test_data\data_demand_random\30\C201_3.dat,4,60,1,3,791.0,"[[[[0, [23, 26, 16, 1, 19, 2]], [5, [5, 28, 13, 18]], [1, []], [2, []], [11, [11]], [10, [10]], [23, []], [26, []], [28, []], [22, [22, 14, 15, 24]], [24, []], [21, [21, 6]], [29, [29]], [6, []], [30, [30, 9, 12]], [25, [25, 17]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []]], [[0, [7, 4, 3, 27]], [20, [20]], [27, []], [8, [8]], [4, []], [3, []], [7, []]]], [[[5, [28, 18]]], [[5, [5, 13]]], [[11, [11]]], [[10, [10]]], [[22, [22, 14]]], [[22, [15, 24]]], [[21, [21, 6]]], [[20, [20]]], [[29, [29]]], [[8, [8]]], [[30, [30, 9, 12]]], [[25, [25, 17]]]]]",919.0,"[[[[0, [23, 19, 26, 16, 3]], [5, [5, 28, 29, 13, 1]], [1, []], [4, [4]], [23, []], [26, []], [28, []], [21, [21, 18, 15]], [24, [24, 14]], [29, []], [6, [6, 17]], [30, [30]], [25, [25]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [3, []], [8, [8]]], [[0, [27, 11, 7]], [20, [20]], [22, [22]], [27, []], [9, [9, 12]], [11, []], [2, [2]], [7, []], [12, []], [10, [10]]]], [[[5, [1]]], [[5, [28, 29]]], [[5, [5, 13]]], [[20, [20]]], [[4, [4]]], [[21, [21, 18, 15]]], [[24, [24, 14]]], [[6, [6, 17]]], [[30, [30]], [22, [22]]], [[25, [25]]], [[8, [8]]], [[9, [9, 12]]], [[2, [2]]], [[10, [10]]]]]",1.666667,3.75,1.571429,3.642857,298.05,OK
test_data\data_demand_random\30\C201_3.dat,4,60,1,4,817.0,"[[[[0, [5, 27, 7, 21, 3, 2]], [5, []], [7, []], [3, []], [2, []], [25, [25, 30]], [30, []], [27, []], [21, []], [20, [20]]], [[0, [11, 26, 23, 19, 13, 16, 1]], [4, [4]], [1, []], [11, []], [10, [10]], [24, [24]], [22, [22, 28, 29, 14]], [26, []], [28, []], [6, [6, 17]], [29, [18, 15, 12, 9]], [23, []], [18, []], [17, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [9, []], [8, [8]]]], [[[4, [4]]], [[10, [10]]], [[24, [24]]], [[22, [22, 14]]], [[22, [28, 29]]], [[6, [6, 17]]], [[29, [18, 15]]], [[29, [12, 9]]], [[8, [8]]], [[25, [25, 30]]], [[20, [20]]]]]",,None,1.545455,3.636364,,,328.344,OK
test_data\data_demand_random\30\C201_3.dat,4,60,1,5,801.0,"[[[[0, [26, 23, 29, 28, 27, 6]], [29, []], [27, []], [30, [30, 24]], [23, []], [26, []], [28, []], [6, []], [24, []], [20, [20]]], [[0, [11, 18, 7, 1, 3, 19]], [4, [4, 16, 13]], [3, []], [7, []], [1, []], [2, [2, 5, 15, 17]], [5, []], [10, [10]], [8, [8]], [11, []], [9, [9, 14, 12]], [13, []], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [25, [25, 21]], [21, []], [22, [22]]]], [[[4, [16, 13]]], [[4, [4]]], [[2, [2, 15, 17]]], [[2, [5]]], [[10, [10]]], [[30, [30, 24]]], [[8, [8]]], [[9, [9, 14, 12]]], [[20, [20]]], [[25, [25, 21]]], [[22, [22]]]]]",835.0,"[[[[0, [14, 16, 29, 27, 6]], [21, [21, 15]], [25, [30, 25]], [14, []], [16, []], [15, []], [30, []], [29, []], [6, []], [27, []], [22, [22]], [20, [20]]], [[0, [1, 23, 26, 19, 18, 7, 3]], [5, [5, 11, 13]], [4, [4]], [3, []], [7, []], [1, []], [2, [2, 17, 28]], [11, []], [10, [10]], [8, [8]], [9, [9, 24, 12]], [12, []], [13, []], [17, []], [18, []], [19, []], [23, []], [26, []], [28, []], [24, []]]], [[[5, [11, 13]]], [[5, [5]]], [[4, [4]]], [[2, [2]]], [[2, [17, 28]]], [[10, [10]]], [[8, [8]]], [[9, [9, 24]]], [[9, [12]], [21, [21, 15]]], [[25, [30, 25]]], [[22, [22]]], [[20, [20]]]]]",1.636364,3.727273,1.5,3.5,390.73,OK
test_data\data_demand_random\30\C201_3.dat,4,60,2,1,807.7630546142402,"[[[[0, [23, 26, 3, 19, 1, 16]], [1, []], [4, [4, 13]], [3, []], [11, [11]], [10, [10, 28, 29]], [23, []], [26, []], [28, []], [6, [6, 21, 18, 15, 14]], [29, []], [21, [17, 12]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [8, [8]]], [[0, [22, 7, 5, 2, 27]], [20, [20]], [24, [24]], [22, []], [27, []], [30, [30, 25]], [25, []], [9, [9]], [7, []], [2, []], [5, []]]], [[[4, [4, 13]]], [[11, [11]]], [[10, [10]]], [[10, [28, 29]]], [[6, [18, 15, 14]]], [[20, [20]]], [[6, [6, 21]]], [[24, [24]]], [[21, [17, 12]]], [[8, [8]]], [[30, [30, 25]]], [[9, [9]]]]]",833.0710678118655,"[[[[0, [3, 1, 23, 26, 19, 16]], [11, [11]], [1, []], [3, []], [4, [4]], [2, [2, 29]], [5, [5]], [10, [10, 28, 18]], [23, []], [26, []], [28, []], [6, [6, 14]], [30, [30, 17]], [29, [12, 15, 9]], [17, []], [18, []], [19, []], [16, []], [12, []], [14, []], [15, []], [9, []], [8, [8]]], [[0, [7, 27, 22]], [20, [20]], [21, [21]], [22, []], [24, [24]], [27, []], [25, [25, 13]], [13, []], [7, []]]], [[[11, [11]]], [[4, [4]]], [[2, [2, 29]]], [[5, [5]]], [[10, [10]]], [[10, [28, 18]]], [[6, [6, 14]]], [[20, [20]]], [[21, [21]], [30, [30, 17]]], [[24, [24]]], [[29, [12, 15, 9]]], [[8, [8]]], [[25, [25, 13]]]]]",1.583333,3.5,1.615385,3.615385,831.114,OK
test_data\data_demand_random\30\C201_3.dat,4,60,2,2,806.0,"[[[[0, [23, 26, 19, 3]], [4, [4]], [3, []], [10, [10, 18, 29]], [11, [11]], [2, [2]], [5, [5, 28, 15, 14]], [21, [21, 16, 17, 9, 12]], [8, [8]], [9, []], [12, []], [14, []], [16, []], [15, []], [19, []], [17, []], [18, []], [23, []], [26, []], [28, []], [30, [30, 6]], [6, []], [29, []], [20, [20]]], [[0, [7, 27, 1]], [7, [25, 13]], [1, []], [13, []], [25, []], [27, []], [24, [24]], [22, [22]]]], [[[4, [4]]], [[10, [10]]], [[10, [18, 29]]], [[11, [11]]], [[2, [2]]], [[5, [5, 15]]], [[5, [28, 14]]], [[21, [17, 9, 12]]], [[21, [21, 16]]], [[8, [8]]], [[7, [25, 13]]], [[24, [24]]], [[22, [22]]], [[30, [30, 6]]], [[20, [20]]]]]",,None,1.533333,3.533333,,,944.015,OK
test_data\data_demand_random\30\C201_3.dat,4,60,2,3,805.0831891575846,"[[[[0, [28, 29, 26, 23, 27, 6]], [27, []], [25, [25, 30]], [23, []], [26, []], [28, []], [30, []], [6, []], [29, []], [20, [20]]], [[0, [1, 19, 18, 7, 22, 3, 2]], [5, [5, 13, 14, 4]], [3, []], [4, []], [7, []], [1, []], [2, [15, 16]], [11, [11]], [8, [8]], [10, [10, 17, 12, 21]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, [9, 24]], [21, []], [22, []], [24, []]]], [[[5, [5, 13]]], [[5, [14, 4]]], [[2, [15, 16]]], [[11, [11]]], [[8, [8]]], [[10, [10]]], [[10, [17, 12, 21]]], [[25, [25, 30]]], [[9, [9, 24]]], [[20, [20]]]]]",,None,1.7,3.9,,,719.751,OK
test_data\data_demand_random\30\C201_3.dat,4,60,2,4,801.0,"[[[[0, [28, 27, 29, 6, 26, 24, 22]], [27, []], [26, []], [28, []], [30, [30]], [29, []], [6, []], [24, []], [22, []], [20, [20]]], [[0, [7, 3, 19, 23, 16, 2]], [5, [5, 13, 1]], [4, [4]], [3, []], [7, []], [1, []], [2, []], [11, [11]], [10, [10]], [8, [8]], [9, [9, 17, 15, 12, 14, 18]], [13, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [23, []], [25, [25, 21]], [21, []]]], [[[5, [1]]], [[5, [5, 13]]], [[4, [4]]], [[11, [11]]], [[10, [10]]], [[8, [8]]], [[9, [17, 15, 18]]], [[9, [9, 12, 14]]], [[30, [30]]], [[20, [20]]], [[25, [25, 21]]]]]",850.9857113690719,"[[[[0, [23, 26, 27]], [22, [22]], [8, [8, 28, 29]], [23, []], [26, []], [28, []], [30, [30]], [29, []], [6, [6]], [27, []]], [[0, [3, 4, 7, 1, 19, 16, 24, 5]], [10, [10, 2]], [5, []], [3, []], [4, []], [7, []], [1, []], [2, []], [11, [11, 13]], [21, [21]], [9, [12, 18, 17, 9, 15, 14]], [13, []], [15, []], [16, []], [12, []], [14, []], [19, []], [18, []], [17, []], [25, [25]], [24, []], [20, [20]]]], [[[10, [2]]], [[10, [10]]], [[11, [11, 13]]], [[22, [22]]], [[8, [28, 29]]], [[8, [8]]], [[21, [21]], [30, [30]]], [[9, [17, 9, 15, 14]]], [[9, [12, 18]]], [[6, [6]]], [[25, [25]]], [[20, [20]]]]]",1.545455,3.545455,1.583333,3.416667,888.975,OK
test_data\data_demand_random\30\C201_3.dat,4,60,2,5,788.0,"[[[[0, [20, 29, 28, 26, 27]], [20, []], [6, [6, 30, 24]], [29, []], [30, []], [26, []], [28, []], [27, []], [24, []]], [[0, [7, 3, 19, 16, 4, 18, 23]], [5, [5, 1, 13, 2]], [4, []], [3, []], [7, []], [1, []], [2, []], [11, [11, 9, 15, 21, 17, 14, 12]], [9, []], [13, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [23, []], [25, [25]], [10, [10]], [8, [8]], [21, []], [22, [22]]]], [[[5, [1]]], [[5, [5, 13]]], [[5, [2]]], [[11, [15, 21, 17, 14]]], [[11, [9, 12]]], [[11, [11]]], [[6, [6]]], [[6, [30, 24]]], [[25, [25]]], [[10, [10]]], [[8, [8]]], [[22, [22]]]]]",,None,1.5,3.416667,,,810.608,OK
test_data\data_demand_random\30\C201_3.dat,4,60,3,1,795.7630546142402,"[[[[0, [26, 23, 19, 1, 3]], [5, [5, 13, 16]], [3, []], [4, [4]], [1, []], [11, [11]], [10, [10, 28, 29]], [23, []], [26, []], [28, []], [6, [6, 18, 15, 17, 14, 24]], [24, []], [29, []], [30, [30, 21, 9]], [25, [25, 12]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [21, []]], [[0, [27, 7, 2]], [7, []], [2, []], [8, [8]], [27, []], [22, [22]], [20, [20]]]], [[[5, [16]]], [[5, [5, 13]]], [[4, [4]]], [[11, [11]]], [[10, [10]]], [[10, [28, 29]]], [[6, [14, 24]]], [[6, [18, 15]]], [[6, [6, 17]]], [[30, [30, 21, 9]]], [[25, [12]]], [[25, [25]]], [[8, [8]]], [[22, [22]]], [[20, [20]]]]]",804.0,"[[[[0, [6, 29, 28, 23, 27, 26]], [21, [21]], [25, [25]], [23, []], [26, []], [28, []], [6, []], [29, []], [27, []], [20, [20]]], [[0, [19, 13, 16, 7, 22, 1, 3]], [5, [5, 18, 2, 24]], [2, []], [1, []], [7, []], [4, [4]], [3, []], [11, [11]], [10, [10]], [8, [8]], [9, [9, 17, 15, 30, 14, 12]], [13, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [30, []], [22, []], [24, []]]], [[[5, [5]]], [[5, [24]]], [[5, [18, 2]]], [[4, [4]]], [[11, [11]]], [[10, [10]]], [[8, [8]]], [[9, [17, 15, 14]], [21, [21]]], [[9, [9, 30, 12]]], [[25, [25]]], [[20, [20]]]]]",1.466667,3.4,1.545455,3.545455,863.162,OK
test_data\data_demand_random\30\C201_3.dat,4,60,3,2,780.0,"[[[[0, [23, 26, 1, 19, 13, 16]], [5, [5]], [2, [2, 29, 28, 30, 9, 15, 14, 12]], [1, []], [11, [11]], [9, []], [10, [10]], [23, []], [26, []], [28, []], [6, [6, 17, 18, 21]], [29, []], [30, []], [17, []], [18, []], [19, []], [15, []], [16, []], [12, []], [14, []], [13, []], [25, [25]], [8, [8]], [21, []], [20, [20]]], [[0, [7, 22, 3, 4, 27]], [7, []], [3, []], [4, []], [22, []], [27, []], [24, [24]]]], [[[5, [5]]], [[2, [28, 15, 14]]], [[2, [30, 9, 12]]], [[2, [2, 29]]], [[11, [11]]], [[10, [10]]], [[6, [17, 18]]], [[6, [6, 21]]], [[25, [25]]], [[24, [24]]], [[8, [8]]], [[20, [20]]]]]",839.6155281280883,"[[[[0, [1, 3, 7, 19, 18]], [5, [5, 13]], [10, [10]], [11, [11]], [1, []], [3, []], [4, [4, 15, 17, 2]], [7, []], [2, [14, 12, 16, 9]], [13, []], [14, []], [12, []], [16, []], [15, []], [19, []], [18, []], [17, []], [9, []], [8, [8]], [21, [21]], [20, [20]]], [[0, [27, 26, 23, 28, 29]], [27, []], [25, [25, 30]], [23, []], [26, []], [28, []], [6, [6]], [30, []], [29, []], [22, [22]], [24, [24]]]], [[[5, [5, 13]]], [[10, [10]]], [[11, [11]]], [[4, [4]]], [[4, [15, 17, 2]]], [[2, [14, 16]]], [[2, [12, 9]]], [[25, [25, 30]]], [[6, [6]]], [[22, [22]]], [[8, [8]]], [[21, [21]], [24, [24]]], [[20, [20]]]]]",1.583333,3.583333,1.538462,3.615385,1182.369,OK
test_data\data_demand_random\30\C201_3.dat,4,60,3,3,797.0,"[[[[0, [28, 6, 26, 23, 27]], [27, []], [6, []], [28, []], [26, []], [23, []], [25, [25, 21]], [21, []]], [[0, [1, 2, 5, 11, 19, 7, 3]], [4, [4, 13]], [3, []], [7, []], [1, []], [2, [15, 29]], [5, []], [10, [10]], [8, [8, 22]], [11, []], [9, [14, 16, 9, 12, 30, 18, 17]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [30, []], [29, []], [24, [24]], [22, []], [20, [20]]]], [[[4, [4, 13]]], [[2, [15, 29]]], [[10, [10]]], [[8, [8]]], [[8, [22]]], [[9, [30, 18]]], [[9, [14, 16]]], [[9, [9, 12, 17]]], [[24, [24]]], [[25, [25, 21]]], [[20, [20]]]]]",860.0,"[[[[0, [17, 13, 27]], [20, [20, 18]], [22, [22]], [27, []], [30, [30, 24]], [25, [25]], [13, []], [18, []], [17, []], [6, [6]], [29, [29]], [24, []]], [[0, [11, 26, 1, 7, 3, 19, 16, 23]], [5, [5]], [10, [10]], [11, []], [2, [2]], [1, []], [7, []], [3, []], [4, [4]], [21, [21, 28, 15, 14, 12, 9]], [28, []], [26, []], [23, []], [19, []], [15, []], [16, []], [14, []], [12, []], [9, []], [8, [8]]]], [[[5, [5]]], [[10, [10]]], [[20, [18]]], [[2, [2]]], [[20, [20]]], [[4, [4]]], [[22, [22]], [21, [14]]], [[21, [21, 28, 15]]], [[21, [12, 9]]], [[8, [8]]], [[30, [30, 24]]], [[25, [25]]], [[6, [6]]], [[29, [29]]]]]",1.636364,3.636364,1.357143,3.214286,784.655,OK
test_data\data_demand_random\30\C201_3.dat,4,60,3,4,802.0,"[[[[0, [23, 26, 27, 28, 29]], [21, [21, 6]], [25, [25]], [23, []], [26, []], [28, []], [6, []], [29, []], [27, []], [22, [22]]], [[0, [19, 18, 7, 16, 3, 13]], [5, [5, 1, 14, 2]], [2, []], [1, []], [7, []], [3, []], [4, [4]], [10, [10, 11]], [8, [8]], [11, []], [9, [15, 30, 9, 12, 17]], [12, []], [16, []], [14, []], [15, []], [19, []], [18, []], [17, []], [13, []], [30, []], [24, [24]], [20, [20]]]], [[[5, [1]]], [[5, [5]]], [[5, [14, 2]]], [[4, [4]]], [[10, [10]]], [[10, [11]]], [[8, [8]]], [[21, [21, 6]]], [[9, [15, 30]]], [[9, [9, 12, 17]]], [[25, [25]]], [[22, [22]]], [[24, [24]]], [[20, [20]]]]]",,None,1.357143,3.357143,,,1155.094,OK
test_data\data_demand_random\30\C201_3.dat,4,60,3,5,801.0,"[[[[0, [26, 28, 23, 6, 29, 27, 24]], [27, []], [23, []], [26, []], [28, []], [30, [30]], [29, []], [6, []], [24, []]], [[0, [19, 1, 3, 7, 16]], [5, [5, 18, 22, 15, 2, 13]], [2, []], [3, []], [4, [4, 14, 11]], [7, []], [1, []], [8, [8]], [10, [10]], [11, []], [9, [9, 12, 17]], [12, []], [14, []], [16, []], [15, []], [19, []], [18, []], [17, []], [13, []], [25, [25, 21]], [21, []], [22, []], [20, [20]]]], [[[5, [5, 15]]], [[5, [22, 13]]], [[5, [18, 2]]], [[4, [4]]], [[4, [14, 11]]], [[8, [8]]], [[30, [30]]], [[10, [10]]], [[9, [9, 12, 17]]], [[25, [25, 21]]], [[20, [20]]]]]",,None,1.636364,3.636364,,,942.988,OK
test_data\data_demand_random\30\C201_3.dat,4,120,1,1,814.0,"[[[[0, [24, 29, 26, 27, 28]], [24, []], [27, []], [29, []], [6, [6, 21]], [30, [30, 22]], [26, []], [28, []], [21, []], [22, []], [20, [20]]], [[0, [23, 19, 16, 7, 11, 1, 3]], [5, [5, 12, 13, 14]], [1, []], [3, [18, 2, 15, 4]], [4, []], [7, []], [2, []], [11, []], [10, [10]], [23, []], [18, []], [17, [17, 25]], [19, []], [15, []], [12, []], [14, []], [16, []], [13, [9]], [25, []], [9, []], [8, [8]]]], [[[5, [12, 14]]], [[5, [5, 13]]], [[3, [18, 2]]], [[3, [15, 4]]], [[10, [10]]], [[17, [17, 25]]], [[6, [6, 21]]], [[30, [30, 22]]], [[20, [20]]], [[13, [9]]], [[8, [8]]]]]",,None,1.636364,3.636364,,,290.638,OK
test_data\data_demand_random\30\C201_3.dat,4,120,1,2,787.0,"[[[[0, [23, 16, 13, 1, 19, 3]], [2, [2]], [1, []], [3, []], [4, [4]], [10, [10]], [20, [20, 6, 15]], [24, [24]], [29, [29]], [6, []], [28, [28, 14]], [26, [26, 18, 17]], [23, []], [18, []], [17, []], [19, []], [15, []], [16, []], [12, [12, 9]], [14, []], [13, []], [25, [25]], [9, []], [22, [22]]], [[0, [27, 5, 7, 11]], [27, []], [30, [30, 21]], [21, []], [8, [8]], [11, []], [7, []], [5, []]]], [[[2, [2]]], [[4, [4]]], [[10, [10]]], [[20, [6, 15]]], [[20, [20]]], [[24, [24]]], [[29, [29]]], [[28, [28, 14]]], [[26, [26]]], [[26, [18, 17]]], [[30, [30, 21]]], [[8, [8]]], [[12, [12, 9]]], [[25, [25]]], [[22, [22]]]]]",,None,1.333333,3.133333,,,451.285,OK
test_data\data_demand_random\30\C201_3.dat,4,120,1,3,801.298221281347,"[[[[0, [27, 2, 11, 7]], [27, []], [29, [29, 30]], [30, []], [21, [21, 9]], [9, []], [11, []], [7, []], [2, []]], [[0, [23, 16, 3, 1, 19]], [1, []], [4, [4, 13]], [3, []], [5, [5]], [10, [10]], [22, [22, 14]], [20, [20]], [24, [24]], [6, [6, 15]], [28, [28, 18]], [26, [26]], [23, []], [18, []], [19, []], [12, [12, 17]], [14, []], [16, []], [15, []], [17, []], [13, []], [25, [25]], [8, [8]]]], [[[4, [4, 13]]], [[5, [5]]], [[10, [10]]], [[22, [22, 14]]], [[20, [20]]], [[24, [24]]], [[6, [6, 15]]], [[28, [28, 18]]], [[26, [26]]], [[29, [29, 30]]], [[21, [21, 9]]], [[12, [12, 17]]], [[25, [25]]], [[8, [8]]]]]",894.0,"[[[[0, [23, 19]], [10, [10]], [23, []], [18, [18, 29]], [19, []], [26, [26]], [28, [28]], [8, [8]], [22, [22]], [20, [20]], [6, [6, 30]], [30, []], [29, []], [24, [24]], [21, [21]], [9, [9, 11]], [11, []], [4, [4]]], [[0, [3, 2, 7, 16, 13, 27, 14, 1]], [5, [5]], [2, []], [7, []], [3, []], [1, []], [15, [15, 12, 17]], [12, []], [14, []], [16, []], [17, []], [13, []], [25, [25]], [27, []]]], [[[5, [5]]], [[10, [10]]], [[18, [18, 29]]], [[26, [26]]], [[28, [28]]], [[8, [8]]], [[22, [22]]], [[20, [20]]], [[6, [6, 30]]], [[24, [24]]], [[21, [21]], [15, [15, 12, 17]]], [[9, [9, 11]]], [[4, [4]]], [[25, [25]]]]]",1.5,3.5,1.428571,3.571429,289.041,OK
test_data\data_demand_random\30\C201_3.dat,4,120,1,4,786.0,"[[[[0, [7, 27, 2, 5]], [5, []], [7, []], [2, []], [9, [9, 25]], [25, []], [30, [30, 24]], [27, []], [24, []], [20, [20]]], [[0, [3, 4, 1, 23, 16, 19]], [4, []], [3, []], [1, []], [11, [11, 13]], [10, [10]], [23, []], [26, [26]], [28, [28, 18]], [6, [6, 17]], [29, [29]], [13, []], [17, []], [18, []], [19, []], [15, [15, 12, 21]], [16, []], [14, [14, 22]], [12, []], [8, [8]], [21, []], [22, []]]], [[[11, [11, 13]]], [[10, [10]]], [[26, [26]]], [[28, [28, 18]]], [[6, [6, 17]]], [[29, [29]]], [[9, [9, 25]]], [[15, [15, 12, 21]]], [[14, [14, 22]]], [[30, [30, 24]]], [[20, [20]]], [[8, [8]]]]]",971.0,"[[[[0, [7, 4, 3, 5, 13, 16, 19, 26]], [7, []], [4, []], [3, []], [5, []], [13, []], [16, []], [19, []], [29, [29]], [6, [6, 15]], [28, [28, 14, 21]], [26, []], [15, []], [14, []], [12, [12, 9]], [9, []], [21, []], [20, [20]]], [[0, [23, 27]], [10, [10, 2]], [2, [1]], [1, []], [11, [11]], [8, [8]], [22, [22]], [24, [24]], [30, [30, 18]], [23, []], [18, []], [17, [17, 25]], [25, []], [27, []]]], [[[10, [2]], [29, [29]]], [[10, [10]]], [[2, [1]]], [[6, [6, 15]]], [[11, [11]]], [[28, [28, 14, 21]]], [[8, [8]]], [[22, [22]]], [[24, [24]]], [[30, [30, 18]]], [[17, [17, 25]]], [[12, [12, 9]]], [[20, [20]]]]]",1.666667,3.833333,1.538462,3.615385,384.49,OK
test_data\data_demand_random\30\C201_3.dat,4,120,1,5,805.0,"[[[[0, [2, 23, 19, 26, 13]], [5, [5]], [11, [11]], [2, []], [10, [10]], [23, []], [19, []], [18, [18]], [26, [28, 29]], [28, []], [6, [6]], [24, [24, 14]], [29, []], [21, [21, 9, 12, 30, 17]], [9, []], [12, []], [14, []], [16, [16, 25]], [15, [15, 22]], [17, []], [13, []], [25, []], [30, []], [22, []], [20, [20]]], [[0, [3, 7, 1, 27]], [4, [4]], [3, []], [7, []], [1, []], [8, [8]], [27, []]]], [[[4, [4]]], [[5, [5]]], [[11, [11]]], [[10, [10]]], [[18, [18]]], [[26, [28, 29]]], [[6, [6]]], [[24, [24, 14]]], [[21, [21, 9, 12]]], [[21, [30, 17]]], [[16, [16]]], [[16, [25]]], [[15, [15, 22]]], [[8, [8]]], [[20, [20]]]]]",,None,1.4,3.333333,,,404.124,OK
test_data\data_demand_random\30\C201_3.dat,4,120,2,1,794.0831891575846,"[[[[0, [27, 7, 4, 3, 5]], [4, []], [3, []], [7, []], [5, []], [21, [21]], [27, []], [20, [20]]], [[0, [19, 13, 23, 1]], [2, [2, 29]], [1, []], [11, [11]], [10, [10]], [22, [22, 14]], [24, [24]], [29, []], [28, [28, 18]], [26, [26]], [23, []], [6, [6, 15]], [30, [30, 16]], [25, [25, 17]], [13, []], [17, []], [18, []], [19, []], [15, []], [16, []], [14, []], [12, [12, 9]], [9, []], [8, [8]]]], [[[2, [2, 29]]], [[11, [11]]], [[10, [10]]], [[22, [22, 14]]], [[24, [24]]], [[28, [28, 18]]], [[26, [26]]], [[21, [21]]], [[6, [6, 15]]], [[30, [30, 16]]], [[25, [25, 17]]], [[12, [12, 9]]], [[20, [20]]], [[8, [8]]]]]",831.6619037896907,"[[[[0, [29, 26, 23, 27]], [24, [24]], [27, []], [29, []], [6, [6, 9]], [28, [28]], [26, []], [23, []], [9, []], [11, [11]], [10, [10]]], [[0, [7, 19, 1, 3, 16]], [4, [4, 2, 13]], [3, []], [7, []], [1, []], [2, []], [5, [5]], [8, [8]], [21, [21, 30, 17, 14]], [30, []], [18, [18, 15, 12]], [17, []], [19, []], [16, []], [14, []], [12, []], [15, []], [13, []], [25, [25]], [22, [22]], [20, [20]]]], [[[4, [2, 13]]], [[4, [4]]], [[5, [5]]], [[8, [8]]], [[21, [21, 30, 17, 14]]], [[24, [24]]], [[18, [18, 15]]], [[6, [6, 9]]], [[18, [12]], [28, [28]]], [[11, [11]]], [[10, [10]]], [[25, [25]]], [[22, [22]]], [[20, [20]]]]]",1.5,3.571429,1.5,3.428571,660.031,OK
